Tipo de Publicacion;Titulo;Nombre de Publicacion;Estado;Ambito;Tipo;Autores;Ejercicio
ARTICULO;ARE PROROCENTRUM HOFFMANNIANUM AND PROROCENTRUM BELIZEANUM (DINOPHYCEAE, PROROCENTRALES), THE SAME SPECIES? AN INTEGRATION OF MORPHOLOGICAL AND MOLECULAR DATA;Journal of Phycology;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Herrera Sepulveda, A., Medlin, L. K., Murugan ., G., Sierra Beltran, A. P., Cruz Villacorta, A. A., Hernandez Saavedra, N. Y.;2015
ARTICULO;Hydroclimatic Trends in Areas with High Agricultural Productivity in Northern Mexico;Polish Journal of Environmental Studies;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Llanes Cardenas, O., Norzagaray Campos, M., Munoz Sevilla, N. P., Ruiz Guerrero, R., Troyo Dieguez, E., Alvarez Ruiz, P.;2015
CAPITULO;Composition and zoogeography of fishes in mangrove ecosystems of Baja California Sur, Mexico.;The Arid Mangrove Forest from Baja California Peninsula.;PUBLICADO;INTERNACIONAL;;Gonzalez Acosta, A. F., Ruiz Campos, G., Balart Paez, E. F.;2015
CAPITULO;Technological Reconversion Proposals for Tilapia: Colima, case study;Effects and expectations of tilapia as a resource;PUBLICADO;INTERNACIONAL;;Linan Cabello, M., Hernandez Llamas, A., Flores Ramirez, L., Sanchez Verdugo, C., Verduzco Zapata, G., Garcia Olea, C.;2015
CAPITULO;Inoculant Preparation and Formulations for Azospirillum spp.;Handbook for Azospirillum;PUBLICADO;INTERNACIONAL;;Bashan Binjamin, Y., Gonzalez De Bashan, L. E.;2015
CAPITULO;Interaction of Azospirillum spp. with Microalgae: A Basic Eukaryoticâ€“Prokaryotic Model and Its Biotechnological Applications;Handbook for Azospirillum;PUBLICADO;INTERNACIONAL;;Gonzalez De Bashan, L. E., Hernandez, J. P., Bashan Binjamin, Y.;2015
CAPITULO;Genetic analysis and conservation status of native populations of largemouth bass in Northeastern Mexico;Black Bass Diversity: Multidisciplinary Science for Conservation;PUBLICADO;INTERNACIONAL;;Garcia De Leon, F. J., Rodriguez Martinez, R., Hendrickson, D.;2015
CAPITULO;Navarrete-Maldonado, V., I. Osuna-Lopez, G. Valencia-Castaneda, y D. Voltolina Efecto de probioticos comerciales sobre las concentraciones de nitrogeno y fosforo soluble y particulado en cultivos lar;Estudios acuicolas y marinos en el Pacifico mexicano.;PUBLICADO;NACIONAL;;Navarrete Maldonado, V., Osuna Lopez, I., Valencia Castaneda, G., Voltolina Lobina, D.;2015
CAPITULO;Niveles de concentracion de pesticidas organoclorados en moluscos bivalvos del nw de Mexico;Pacifico Mexicano. Contaminacion e impacto ambiental: diagnostico y tendencias. uac, unam-icmyl, ciad-mazatlan, cibnor, cicese.;PUBLICADO;NACIONAL;;Osuna Lopez, J., Frias Espericueta, M., Lopez Lopez, G., Izaguirre Fierro, G., Zazueta Padilla, H., Aguilar Juarez, M., Correa Gonzalez, E. M., Bautista Covarrubias, J. C., Cervantes Atondo, J. A., Sanchez Osuna, L., Voltolina Lobina, D.;2015
CAPITULO;Efectos de plaguicidas organoclorados y organofosforados en humanos;Pacifico Mexicano. Contaminacion e impacto ambiental: diagnostico y tendencias.;PUBLICADO;NACIONAL;;Frias Espericueta, M. G., Aguilar Juarez, M., Osuna Lopez, J. I., Cervantes Atondo, J. A., Izaguirre Fierro, G., Lopez Lopez, G., Sanchez Osuna, L., Voltolina Lobina, D.;2015
CAPITULO;Histopatologias en el camaron blanco L. vannamei expuestos a una mezcla de metales;Pacifico Mexicano. Contaminacion e impacto ambiental: diagnostico y tendencias.;PUBLICADO;NACIONAL;;Abad Rosales, S. M., Frias Espericueta, M. G., Nevarez Velazquez, A. C., Osuna Lopez, I., Paez Osuna, F., Lozano Olvera, R., Voltolina Lobina, D.;2015
CAPITULO;Efectos del cultivo de peces en jaulas flotantes sobre la calidad del agua y de los sedimentos en el Pacifico Mexicano;Pacifico Mexicano. Contaminacion e impacto ambiental: diagnostico y tendencias.;PUBLICADO;NACIONAL;;Rendon Martinez, J. R., Frias Espericueta, M. G., Hernandez, C., Osuna Bernal, D. A., Romero Beltran, E., Voltolina Lobina, D.;2015
LIBRO PUBLICADO;Instituciones, ciencia, tecnologia y vinculacion en el noroeste de Mexico;;PUBLICADO;NACIONAL;;Gamez Vazquez, A. E., Trejo Berumen, K. S., Aviles Quevedo, S.;2015
LIBRO PUBLICADO;Guia para la identificacion de los mamiferos de Mexico en campo y laboratorio;;PUBLICADO;NACIONAL;;Alvarez Castaneda, S. T., Alvarez Solorzano, T., Gonzalez Ruiz, N.;2015
MEMORIA DE CONGRESO;Relevancia de las propiedades y atributos del suelo en estudios de sustentabilidad agroecologica;ENCUENTRO NACIONAL DE DOCENTES E INVESTIGADORES DE LA CIENCIA DEL SUELO;PUBLICADO;;;Troyo Dieguez, E., Alvarez Morales, Y., Nieto Garibay, A., Mercado Mancera, G., Villaruel Sahagun, L., Gutierrez Ruacho, O. G., Murillo Amador, B.;2015
MEMORIA DE CONGRESO;Consideraciones conceptuales para la ensenanza del manejo holistico como estrategia para la conservacion del suelo en fincas de zonas semiaridas;ENCUENTRO NACIONAL DE DOCENTES E INVESTIGADORES DE LA CIENCIA DEL SUELO;PUBLICADO;;;Villarruel Sahagun, L., Troyo Dieguez, E., Gutierrez Ruacho, O. G., Aguirre Ibarra, I. A., Nieto Garibay, A., Esqueda, M., Murillo Amador, B., Beltran Morales, F. A.;2015
ARTICULO;Propuesta de cuotas para conservacion de un area natural protegida de Mexico;Perfiles Latinoamericanos                                                                                                                             ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Almendarez Hernandez, M. A., Sanchez Brito, I., Morales Zarate, M. V., Salinas Zavala, C. A.;2016
ARTICULO;Biocontrol activity of the marine yeast Debaryomyces hansenii against phytopathogenic fungi and its ability to inhibit mycotoxins production in maize grain (Zea mays L.);Biological Control                                                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Medina Cordova, N., Lopez Aguilar, D. R., Ascencio Valle, F. J., Castellanos Cervantes, T. R., Campa Cordova, A. I., Angulo Valadez, C. E.;2016
ARTICULO;CARACTERIZACION ISOENZIMATICA DE CULTIVARES DE NOPAL (Opuntia spp.);ECOSISTEMAS Y RECURSOS AGROPECUARIOS                                                                                                                  ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Flores Hernandez, A., Pena Valdivia, C. B., Hernandez Montiel, L. G., Ramirez Serrano, R., Trejo Calzada, R., Meza Herrera, C. A., Preciado Rangel, P., Murillo Amador, B.;2016
ARTICULO;Phenology of the Sonoran desert-endemic populations of Homalonychus selenopoides (Araneae: Homolonychidae);Journal of Arachnology                                                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Alvarado Castro, J. A., Jimenez Jimenez, M. L.;2016
ARTICULO;Advances in the study of activity additivity of supplemented proteases to improve digestion of feed protein by Penaeus vannamei;Aquaculture Nutrition                                                                                                                                 ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Cordova Murueta, J. H., Navarrete Del Toro, M. A., Garcia Carreno, F. L.;2016
ARTICULO;28S rDNA as an alternative marker for commercially important oyster identification;Food Control                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mazon Suastegui, J. M., Trabal Fernandez, N., Leyva Valencia, I., Cruz Hernandez, P., Latisnere Barragan, H.;2016
ARTICULO;A novel CHH gene from the Pacific white shrimp Litopenaeus vannamei was characterized and found highly expressed in gut and less in eyestalk and other extra-eyestalk tissues;Gene                                                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ventura Lopez, C., Gomez Anduro, G. A., Arcos Ortega, G. F., Llera Herrera, R., Racotta Dimitrov, I. S., Ibarra Humphries, A. M.;2016
ARTICULO;Bioenergetic status and oxidative stress during escape response until exhaustion in whiteleg shrimp Litopenaeus vannamei;Journal of Experimental Marine Biology and Ecology                                                                                                    ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Robles Romo, A., Zenteno Savin, T., Racotta Dimitrov, I. S.;2016
ARTICULO;Effect of density at harvest on the growth performance and profitability of hatchery-reared spotted rose snapper, Lutjanus guttatus, cultured in floating net cages;Journal of the World Aquaculture Society                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Hernandez, C., Hernandez Gonzalez, C., Martinez Cordero, F., Castaneda Lomas, N., Rodriguez Dominguez, G., Tacon, A., Aragon Noriega, E. A.;2016
ARTICULO;Establishment of stable synthetic mutualism without co-evolution between microalgae and bacteria demonstrated by mutual transfer of metabolites (NanoSIMS isotopic imaging) and persistent physical association (Fluorescent in situ hybridization);Algal Research                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Gonzalez De Bashan, L. E., Mayali, X., Bebout, B. M., Weber, P. K., Detweiler, A. M., Hernandez, J. P., Prufert Bebout, L., Bashan Binjamin, Y.;2016
ARTICULO;Using native trees and cacti to improve soil potential nitrogen fixation during long-term restoration of arid lands;Plant and Soil                                                                                                                                        ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Lopez Lozano, N. E., Carcano Montiel, M. G., Bashan Binjamin, Y.;2016
ARTICULO;In the search of good biodiversity surrogates: are raptors poor indicators in the Baja California Peninsula desert;Animal Conservation                                                                                                                                   ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Estrada, C. G., Rodriguez Estrella, R.;2016
ARTICULO;Annotated checklist of marine fishes from the Sanctuary of Bahia Chamela, Mexico with occurrence and biogeographic data;ZooKeys                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Galvan Villa, C. M., Rios Jara, E., Bastida Izaguirre, D., Hastings, P. A., Balart Paez, E. F.;2016
ARTICULO;Taxonomic revision of the spider genus Rualena Chamberlin & Ivie 1942 and description of Hoffmannilena, a new genus from Mexico (Araneae: Agelenidae);Zootaxa                                                                                                                                               ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Maya Morales, J., Jimenez Jimenez, M. L.;2016
ARTICULO;REMOVAL OF CADMIUM AND LEAD BY ADAPTED STRAINS OF Pseudomonas aeruginosa AND Enterobacter cloacae;Revista Internacional de Contaminacion Ambiental                                                                                                      ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Bojorquez Sanchez, C., Frias Espericueta, M. G., Voltolina Lobina, D.;2016
ARTICULO;Total Mercury in Mugil spp and Eugerres axillaris of a Subtropical Lagoon of NW Mexico;Bulletin of Environmental Contamination and Toxicology                                                                                                ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Frias Espericueta, M., Vargas Jimenez, A., Ruelas Inzunza, J., Osuna Lopez, I., Aguilar Juarez, M., Bautista Covarrubias, J. C., Voltolina Lobina, D.;2016
ARTICULO;Variation in the whole mitogenome of reef-building Porites corals;Conservation Genetics Resources                                                                                                                       ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Paz Garcia, D. A., Galvan Tirado, C., Alvarado, J. J., Cortes, J., Garcia De Leon, F. J., Hellberg E., M., Balart Paez, E. F.;2016
ARTICULO;TLR21s agonists in combination with Aeromonas antigens synergistically up-regulate functional TLR21 and cytokine gene expression in yellowtail leucocytes;Developmental and Comparative Immunology                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Reyes Becerril, M. C., Ascencio Valle, F. J., Hirono, I., Kondo, H., Jirapongpairoj, W., Esteban, M. A., Alamillo, E., Angulo Valadez, C. E.;2016
ARTICULO;RESPUESTA DE VARIEDADES DE ALBAHACA (Ocimum basilicum L.) A LA SALINIDAD EN LAS ETAPAS INICIALES DE CRECIMIENTO;BIOTECNIA. Revista de Ciencias Biologicas y de la Salud                                                                                               ;PUBLICADO;NACIONAL;ABRITRADOS;Reyes Perez, J. J., Gaybor Fernandez, R., Murillo Amador, B., Nieto Garibay, A., Troyo Dieguez, E., Rueda Puente, E. O., Marin Quevedo, P. K., Parra Gallardo, G. P., Luna Murillo, R., Carrera Molina, D. S., Torres Rodriguez, J. A., Cabrera Bravo, D.;2016
ARTICULO;Acondicionamiento termico de semillas en la germinacion, emergencia, vigor y etapa vegetativa de albahaca (Ocimum basilicum L.);NOVA SCIENTIA                                                                                                                                         ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Romero Bastidas, M., Nieto Garibay, A., Hernandez Montiel, L. G., Troyo Dieguez, E., Ramirez Serrano, R., Murillo Amador, B.;2016
ARTICULO;Jumbo squid Dosidicus gigas: A new fishery in Ecuador;Reviews in Fisheries Science and Aquaculture                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Morales Bojorquez, E., Pacheco Bedoya, J. L.;2016
ARTICULO;TROPHIC RELATIONSHIPS BETWEEN TWO GASTROPODS AND SEAWEEDS IN SUBTROPICAL ROCKY REEFS BASED ON STABLE ISOTOPE ANALYSES;Journal of Shellfish Research                                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Pinon Gimate, A., Gomez Valdez, M. M., Mazariegos Villarreal, A., Serviere Zaragoza, E.;2016
ARTICULO;Main features of large-scale oceanic-atmospheric circulation related to strongest droughts during rainy season in Brazilian São Francisco River Basin;INTERNATIONAL JOURNAL OF CLIMATOLOGY                                                                                                                  ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Paredes Trejo, F., Brito Castillo, L., Barbosa Alves, H., Guevara, E.;2016
ARTICULO;ALMACENES Y FLUJOS DE CARBONO EN ECOSISTEMAS ARIDOS Y SEMIARIDOS DE MEXICO: SINTESIS Y PERSPECTIVAS;Terra Latinoamericana                                                                                                                                 ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Montano, N. M., Ayala, F., Bullock, S. H., Briones, O., Garcia Oliva, F., Garcia Sanchez, R., Maya Delgado, Y. L., Perroni, Y., Siebe, C., Tapia Torres, Y., Troyo Dieguez, E., Yepez, E.;2016
ARTICULO;Utilizacion de aguajes por el borrego cimarron (Ovis canadensis cremnobates) y analisis de calidad del agua en Sierra Santa Isabel, Baja California, Mexico;Acta Universitaria                                                                                                                                    ;PUBLICADO;NACIONAL;INDEXADO ISI O CONACYT;Escobar Flores, J. G., Valdez, R., Alvarez Cardenas, S., Diaz Castro, S. C., Castellanos Vera, A., Torres, J., Delgado Fernandez, M.;2016
ARTICULO;Influence of tryptophan and indole-3-acetic acid on starch accumulation in the synthetic mutualistic Chlorella sorokiniana-Azospirillum brasilense system under heterotrophic conditions;Research in Microbiology                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Palacios, O. A., Choix, F. J., Bashan Binjamin, Y., Gonzalez De Bashan, L. E.;2016
ARTICULO;Effects of the Arid Environment on the Reproductive Phenology of three Mangrove Tree Species in the Southern Baja California Peninsula, Mexico;Wetlands                                                                                                                                              ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Dominguez Cadena, R., Riosmena Rodriguez, R., Leon De La Luz, J. L.;2016
ARTICULO;Analysis of hydrobiological responses to anthropogenic and natural influences in a lagoon system in the Gulf of California;Oceanological and Hydrobiological Studies                                                                                                             ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Arreola Lizarraga, J. A., Padilla Arredondo, G., Medina Galvan, J., Mendez Rodriguez, L. C., Mendoza Salgado, R. A., Cordoba Matson, M. V.;2016
ARTICULO;How fisheries management can benefit from genomics;Briefings in Functional Genomics                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Valenzuela Quinonez, F.;2016
ARTICULO;Ontogeny changes and weaning effects in gene expression patterns of digestive enzymes and regulatory digestive factors in spotted rose snapper (Lutjanus guttatus) larvae;FISH PHYSIOLOGY AND BIOCHEMISTRY                                                                                                                      ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Moguel Hernandez, I., Pena, R., Andree, K., Tovar Ramirez, D., Bonacic, K., Dumas, S., Gisbert, E.;2016
ARTICULO;Genetic Diversity of the Endemic Xantus Hummingbird Using 16 Novel Polymorphic Microsatellite Loci, and Their Cross Amplification between Six Related Species;Open Journal of Genetics                                                                                                                              ;PUBLICADO;INTERNACIONAL;ABRITRADOS;Gonzalez Rubio Sanvicente, C., Rodriguez Estrella, R., Lozano Garza, O. A., Garcia De Leon, F. J.;2016
ARTICULO;FERAL SHEEP ERADICATION AT SOCORRO ISLAND, MEXICO: A MANDATORY STEP TO ENSURE ECOLOGICAL RESTORATION;INTERCIENCIA                                                                                                                                          ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Ortiz Alcaraz, A., Aguirre Munoz, A., Mendez Sanchez, F., Ortega Rubio, A.;2016
ARTICULO;Key impacts of climate engineering on biodiversity and ecosystems, with priorities for future research;Journal of Integrative Environmental Sciences                                                                                                         ;PUBLICADO;INTERNACIONAL;INDEXADO ISI O CONACYT;Mccormack, C. G., Born, W., Irvine, P. J., Achterberg, E. P., Amano, T., Ardron, J., Foster, P. N., Gattuso, J., Hawkins, S. J., Hendy, E., Kissling, W. D., Lluch Cota, S. E., Murphy, E. J., Ostle, N., Owens, N. J., Perry, R. I., Pörtner, H. O., Scholes, R. J., Schurr, F. M., Schweiger, O., Settele, J., Smith, R. K., Smith, S., Thompson, J., Tittensor, D. P., van Kleunen, M., Vivian, C., Vohland, K., Warren, R., Watkinson, A. R., Widdicombe, S., Williamson, P., Woods, E., Blackstock, J. J., Sutherland, W. J.;2016
